City,Date,PM25,PM10,Temperature,Humidity,AQI
Hyderabad,2026-06-02 11:58:41.872998,98,117,39,87,107
Bangalore,2026-06-05 11:58:41.872998,185,211,26,59,198
Delhi,2026-06-02 11:58:41.872998,186,223,21,58,204
Hyderabad,2026-05-20 11:58:41.872998,59,89,32,53,74
Mumbai,2026-05-27 11:58:41.872998,77,219,24,64,148
Mumbai,2026-06-11 11:58:41.872998,46,124,39,73,85
Chennai,2026-05-24 11:58:41.872998,150,32,25,54,91
Chennai,2026-05-31 11:58:41.872998,89,245,21,55,167
Mumbai,2026-06-10 11:58:41.872998,113,106,26,89,109
Bangalore,2026-06-11 11:58:41.872998,139,177,29,88,158
Delhi,2026-05-20 11:58:41.872998,155,153,37,68,154
Bangalore,2026-06-07 11:58:41.872998,81,198,21,62,139
Hyderabad,2026-06-09 11:58:41.872998,161,206,34,77,183
Bangalore,2026-06-07 11:58:41.872998,147,86,22,40,116
Chennai,2026-06-11 11:58:41.872998,70,109,26,58,89
Hyderabad,2026-05-30 11:58:41.872998,32,91,39,85,61
Delhi,2026-05-19 11:58:41.872998,195,37,32,44,116
Hyderabad,2026-06-04 11:58:41.872998,159,167,31,73,163
Delhi,2026-05-31 11:58:41.872998,162,187,20,79,174
Bangalore,2026-05-30 11:58:41.872998,66,222,30,49,144
Bangalore,2026-05-22 11:58:41.872998,122,184,38,56,153
Bangalore,2026-06-13 11:58:41.872998,41,96,37,54,68
Bangalore,2026-06-14 11:58:41.872998,161,209,34,70,185
Chennai,2026-05-25 11:58:41.872998,192,119,39,85,155
Hyderabad,2026-06-04 11:58:41.872998,190,168,21,59,179
Chennai,2026-06-17 11:58:41.872998,172,203,20,85,187
Delhi,2026-05-19 11:58:41.872998,79,51,25,73,65
Chennai,2026-05-20 11:58:41.872998,77,55,39,86,66
Mumbai,2026-06-10 11:58:41.872998,78,56,23,45,67
Mumbai,2026-06-01 11:58:41.872998,89,143,21,57,116
Delhi,2026-06-04 11:58:41.872998,82,74,32,58,78
Delhi,2026-06-04 11:58:41.872998,85,55,26,87,70
Hyderabad,2026-06-09 11:58:41.872998,26,48,26,83,37
Mumbai,2026-06-04 11:58:41.872998,75,232,27,88,153
Delhi,2026-05-29 11:58:41.872998,95,225,39,86,160
Chennai,2026-05-30 11:58:41.872998,21,88,21,43,54
Hyderabad,2026-06-17 11:58:41.872998,154,194,39,80,174
Delhi,2026-06-05 11:58:41.872998,158,43,27,50,100
Mumbai,2026-06-12 11:58:41.872998,127,56,32,42,91
Chennai,2026-05-23 11:58:41.872998,126,93,36,74,109
Delhi,2026-05-25 11:58:41.872998,141,245,20,60,193
Bangalore,2026-05-29 11:58:41.872998,191,208,29,69,199
Mumbai,2026-05-30 11:58:41.872998,24,137,36,70,80
Mumbai,2026-05-31 11:58:41.872998,91,145,37,89,118
Mumbai,2026-06-11 11:58:41.872998,162,133,31,77,147
Chennai,2026-05-26 11:58:41.872998,152,174,21,63,163
Chennai,2026-06-17 11:58:41.872998,68,186,29,52,127
Bangalore,2026-05-24 11:58:41.872998,138,210,37,57,174
Delhi,2026-06-15 11:58:41.872998,33,159,25,76,96
Mumbai,2026-06-13 11:58:41.872998,96,71,21,61,83
Chennai,2026-05-31 11:58:41.872998,32,146,26,87,89
Hyderabad,2026-05-20 11:58:41.872998,186,228,31,55,207
Hyderabad,2026-05-29 11:58:41.872998,24,72,30,71,48
Delhi,2026-05-23 11:58:41.872998,108,147,39,67,127
Hyderabad,2026-06-03 11:58:41.872998,120,147,29,64,133
Bangalore,2026-05-23 11:58:41.872998,152,234,36,61,193
Hyderabad,2026-05-24 11:58:41.872998,59,204,32,87,131
Bangalore,2026-06-10 11:58:41.872998,36,64,31,88,50
Chennai,2026-06-04 11:58:41.872998,175,246,34,52,210
Mumbai,2026-05-20 11:58:41.872998,98,208,29,43,153
Chennai,2026-05-22 11:58:41.872998,155,247,38,65,201
Hyderabad,2026-06-01 11:58:41.872998,78,183,32,48,130
Mumbai,2026-06-06 11:58:41.872998,75,124,23,66,99
Delhi,2026-05-28 11:58:41.872998,36,111,37,63,73
Hyderabad,2026-06-15 11:58:41.872998,135,120,39,76,127
Hyderabad,2026-06-04 11:58:41.872998,21,142,34,69,81
Delhi,2026-06-15 11:58:41.872998,64,49,35,41,56
Hyderabad,2026-06-16 11:58:41.872998,193,209,35,70,201
Chennai,2026-06-07 11:58:41.872998,33,202,25,74,117
Chennai,2026-05-30 11:58:41.872998,97,80,28,45,88
Mumbai,2026-05-20 11:58:41.872998,161,215,31,82,188
Delhi,2026-06-15 11:58:41.872998,145,53,21,84,99
Bangalore,2026-05-21 11:58:41.872998,116,101,25,68,108
Hyderabad,2026-06-12 11:58:41.872998,45,236,28,73,140
Mumbai,2026-05-20 11:58:41.872998,193,79,23,69,136
Chennai,2026-05-23 11:58:41.872998,63,93,31,42,78
Hyderabad,2026-06-12 11:58:41.872998,153,227,31,85,190
Hyderabad,2026-05-29 11:58:41.872998,32,92,25,89,62
Bangalore,2026-06-01 11:58:41.872998,183,193,34,60,188
Mumbai,2026-05-29 11:58:41.872998,184,210,21,59,197
Delhi,2026-05-23 11:58:41.872998,102,99,22,45,100
Chennai,2026-06-04 11:58:41.872998,32,165,35,48,98
Chennai,2026-05-22 11:58:41.872998,183,249,32,41,216
Chennai,2026-05-26 11:58:41.872998,74,70,20,57,72
Mumbai,2026-05-30 11:58:41.872998,171,225,30,64,198
Chennai,2026-06-06 11:58:41.872998,112,36,24,60,74
Bangalore,2026-06-16 11:58:41.872998,92,173,28,47,132
Hyderabad,2026-05-21 11:58:41.872998,133,158,23,72,145
Hyderabad,2026-06-14 11:58:41.872998,175,73,21,83,124
Chennai,2026-06-10 11:58:41.872998,51,207,22,83,129
Mumbai,2026-06-03 11:58:41.872998,63,173,20,53,118
Delhi,2026-06-08 11:58:41.872998,63,117,27,88,90
Mumbai,2026-05-20 11:58:41.872998,159,37,23,77,98
Mumbai,2026-06-17 11:58:41.872998,120,220,22,57,170
Delhi,2026-06-15 11:58:41.872998,60,248,34,82,154
Hyderabad,2026-05-25 11:58:41.872998,190,212,30,89,201
Hyderabad,2026-06-07 11:58:41.872998,195,59,36,81,127
Bangalore,2026-05-24 11:58:41.872998,142,170,30,66,156
Delhi,2026-06-13 11:58:41.872998,20,73,35,40,46
Mumbai,2026-06-09 11:58:41.872998,53,235,25,53,144
Delhi,2026-06-03 11:58:41.872998,92,186,31,79,139
Bangalore,2026-05-24 11:58:41.872998,138,119,21,46,128
Hyderabad,2026-05-19 11:58:41.872998,61,193,25,44,127
Bangalore,2026-06-01 11:58:41.872998,87,128,28,43,107
Chennai,2026-06-04 11:58:41.872998,40,248,22,81,144
Chennai,2026-05-23 11:58:41.872998,136,208,22,84,172
Chennai,2026-05-29 11:58:41.872998,71,98,22,77,84
Bangalore,2026-05-28 11:58:41.872998,155,188,21,42,171
Bangalore,2026-06-10 11:58:41.872998,74,220,29,58,147
Chennai,2026-05-21 11:58:41.872998,102,89,27,78,95
Chennai,2026-05-21 11:58:41.872998,193,224,32,55,208
Hyderabad,2026-05-24 11:58:41.872998,136,81,29,54,108
Delhi,2026-06-06 11:58:41.872998,182,130,36,89,156
Hyderabad,2026-06-03 11:58:41.872998,158,110,38,83,134
Mumbai,2026-06-17 11:58:41.872998,162,65,34,69,113
Chennai,2026-06-09 11:58:41.889072,163,229,23,54,196
Delhi,2026-05-19 11:58:41.889072,24,216,23,65,120
Hyderabad,2026-06-16 11:58:41.889072,47,132,37,85,89
Hyderabad,2026-05-19 11:58:41.889072,102,197,37,79,149
Mumbai,2026-06-17 11:58:41.889072,50,217,22,64,133
Hyderabad,2026-06-09 11:58:41.889072,165,50,32,49,107
Bangalore,2026-05-27 11:58:41.889072,71,49,31,45,60
Bangalore,2026-05-23 11:58:41.889072,74,219,30,63,146
